A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V
97.13,0.206,0.33,0.314,0.292,0.38,0.323,0.272,0.339,0.645,0.305,0.103,0.183,0.203,0.206,0.137,0.134,0.134,0.136,0.128,0.102,Gopi
97.11,0.205,0.329,0.315,0.292,0.38,0.321,0.27,0.332,0.634,0.303,0.104,0.182,0.201,0.205,0.14,0.134,0.135,0.137,0.128,0.101,Gopi
97.25,0.206,0.334,0.318,0.296,0.381,0.321,0.271,0.335,0.639,0.305,0.106,0.183,0.204,0.206,0.141,0.137,0.139,0.139,0.129,0.105,Gopi
97.17,0.205,0.331,0.315,0.293,0.378,0.319,0.269,0.346,0.657,0.311,0.106,0.182,0.205,0.205,0.137,0.134,0.135,0.138,0.128,0.103,Gopi
97.22,0.208,0.333,0.317,0.297,0.384,0.324,0.273,0.34,0.653,0.314,0.109,0.182,0.204,0.208,0.141,0.137,0.137,0.138,0.128,0.101,Gopi
97.18,0.204,0.328,0.313,0.289,0.377,0.318,0.27,0.334,0.631,0.297,0.106,0.183,0.202,0.204,0.138,0.134,0.135,0.137,0.128,0.102,Gopi
97.27,0.204,0.334,0.317,0.293,0.379,0.321,0.275,0.335,0.626,0.29,0.107,0.182,0.201,0.204,0.139,0.136,0.137,0.138,0.129,0.105,Gopi
97.12,0.204,0.329,0.314,0.29,0.378,0.318,0.269,0.334,0.631,0.3,0.103,0.182,0.202,0.204,0.138,0.135,0.135,0.137,0.128,0.103,Gopi
97.3,0.204,0.336,0.32,0.291,0.381,0.322,0.273,0.334,0.629,0.295,0.106,0.183,0.202,0.204,0.14,0.136,0.139,0.14,0.129,0.105,Gopi
97.2,0.206,0.336,0.32,0.292,0.383,0.322,0.271,0.336,0.631,0.297,0.105,0.184,0.206,0.206,0.138,0.135,0.137,0.138,0.128,0.104,Gopi
97.06,0.202,0.327,0.312,0.29,0.372,0.314,0.263,0.334,0.641,0.31,0.106,0.177,0.196,0.202,0.137,0.133,0.134,0.136,0.127,0.102,Gopi
97.09,0.203,0.328,0.312,0.29,0.374,0.317,0.266,0.329,0.626,0.298,0.107,0.178,0.199,0.203,0.137,0.134,0.135,0.136,0.127,0.104,Gopi
97.12,0.204,0.33,0.316,0.293,0.378,0.321,0.271,0.329,0.62,0.293,0.105,0.179,0.199,0.204,0.138,0.134,0.135,0.137,0.127,0.101,Gopi
97.36,0.204,0.336,0.321,0.296,0.384,0.327,0.279,0.335,0.635,0.298,0.107,0.182,0.202,0.204,0.141,0.138,0.138,0.138,0.129,0.104,Gopi
97.4,0.204,0.335,0.319,0.295,0.384,0.323,0.274,0.338,0.635,0.299,0.106,0.184,0.202,0.204,0.139,0.137,0.139,0.138,0.129,0.105,Gopi
97.27,0.205,0.335,0.318,0.294,0.381,0.321,0.272,0.333,0.636,0.303,0.106,0.181,0.201,0.205,0.14,0.136,0.138,0.138,0.128,0.103,Gopi
97.35,0.204,0.336,0.32,0.295,0.384,0.327,0.275,0.334,0.632,0.3,0.106,0.183,0.202,0.204,0.142,0.138,0.139,0.14,0.129,0.104,Gopi
97.24,0.203,0.331,0.315,0.294,0.378,0.321,0.272,0.332,0.63,0.3,0.105,0.178,0.2,0.203,0.138,0.135,0.136,0.138,0.128,0.104,Gopi
97.31,0.204,0.333,0.319,0.295,0.38,0.323,0.273,0.332,0.63,0.297,0.106,0.183,0.203,0.204,0.14,0.136,0.139,0.138,0.129,0.105,Gopi
97.26,0.203,0.331,0.316,0.295,0.384,0.323,0.271,0.333,0.638,0.306,0.106,0.178,0.197,0.203,0.14,0.136,0.137,0.138,0.128,0.101,Gopi
97.29,0.204,0.335,0.319,0.296,0.384,0.327,0.275,0.332,0.63,0.3,0.106,0.18,0.199,0.204,0.14,0.137,0.138,0.138,0.128,0.103,Gopi
97.35,0.204,0.336,0.32,0.297,0.384,0.325,0.275,0.337,0.645,0.308,0.106,0.181,0.2,0.204,0.141,0.138,0.139,0.141,0.13,0.105,Gopi
97.06,0.206,0.331,0.317,0.293,0.384,0.327,0.275,0.336,0.634,0.299,0.103,0.183,0.202,0.206,0.14,0.134,0.136,0.138,0.127,0.101,Gopi
97.11,0.204,0.33,0.315,0.291,0.378,0.321,0.272,0.335,0.63,0.294,0.102,0.18,0.199,0.204,0.138,0.134,0.134,0.137,0.126,0.101,Gopi
97.14,0.202,0.329,0.313,0.29,0.378,0.319,0.273,0.34,0.626,0.29,0.102,0.181,0.2,0.202,0.138,0.134,0.134,0.135,0.125,0.1,Gopi
97.29,0.202,0.331,0.315,0.294,0.381,0.321,0.275,0.337,0.631,0.294,0.104,0.178,0.199,0.202,0.138,0.134,0.135,0.138,0.126,0.101,Gopi
97.35,0.202,0.332,0.316,0.293,0.379,0.321,0.274,0.332,0.625,0.296,0.105,0.178,0.198,0.202,0.138,0.134,0.136,0.138,0.128,0.102,Gopi
97.25,0.202,0.331,0.315,0.292,0.379,0.321,0.273,0.329,0.626,0.299,0.104,0.177,0.198,0.202,0.138,0.134,0.135,0.137,0.127,0.101,Gopi
97.23,0.204,0.328,0.313,0.292,0.374,0.318,0.272,0.334,0.634,0.299,0.106,0.181,0.198,0.204,0.137,0.134,0.134,0.136,0.125,0.101,Gopi
97.36,0.205,0.33,0.315,0.295,0.384,0.327,0.27,0.341,0.652,0.316,0.104,0.182,0.2,0.205,0.138,0.134,0.136,0.137,0.126,0.1,Gopi
97.5,0.204,0.331,0.315,0.294,0.384,0.326,0.274,0.333,0.633,0.301,0.105,0.181,0.203,0.204,0.138,0.134,0.136,0.138,0.128,0.101,Gopi
97.39,0.2,0.33,0.314,0.295,0.381,0.32,0.27,0.338,0.638,0.305,0.104,0.178,0.198,0.2,0.138,0.134,0.135,0.136,0.125,0.1,Gopi
97.37,0.202,0.33,0.314,0.293,0.378,0.32,0.269,0.338,0.637,0.301,0.104,0.18,0.2,0.202,0.138,0.134,0.135,0.137,0.125,0.1,Gopi
97.36,0.205,0.33,0.314,0.292,0.38,0.321,0.27,0.33,0.635,0.306,0.105,0.178,0.199,0.205,0.138,0.134,0.136,0.136,0.124,0.1,Gopi
97.58,0.203,0.335,0.319,0.296,0.385,0.327,0.275,0.332,0.637,0.304,0.107,0.179,0.199,0.203,0.141,0.137,0.137,0.138,0.128,0.101,Gopi
97.57,0.203,0.334,0.318,0.296,0.385,0.327,0.275,0.333,0.632,0.299,0.108,0.18,0.201,0.203,0.141,0.138,0.137,0.138,0.128,0.102,Gopi
97.65,0.204,0.336,0.321,0.3,0.388,0.327,0.277,0.338,0.635,0.3,0.108,0.182,0.2,0.204,0.141,0.139,0.138,0.139,0.129,0.104,Gopi
97.54,0.203,0.334,0.318,0.298,0.386,0.326,0.272,0.335,0.641,0.306,0.108,0.18,0.201,0.203,0.142,0.139,0.139,0.14,0.128,0.102,Gopi
97.56,0.204,0.332,0.315,0.293,0.384,0.327,0.275,0.329,0.631,0.302,0.108,0.179,0.201,0.204,0.141,0.136,0.138,0.138,0.128,0.102,Gopi
97.46,0.205,0.333,0.317,0.293,0.384,0.327,0.272,0.335,0.645,0.31,0.105,0.179,0.201,0.205,0.14,0.137,0.137,0.138,0.128,0.101,Gopi
97.53,0.205,0.336,0.32,0.298,0.386,0.327,0.276,0.334,0.641,0.306,0.106,0.18,0.2,0.205,0.14,0.137,0.137,0.139,0.128,0.101,Gopi
97.33,0.202,0.328,0.313,0.291,0.383,0.324,0.273,0.328,0.623,0.296,0.106,0.177,0.199,0.202,0.14,0.134,0.136,0.138,0.127,0.101,Gopi
97.43,0.203,0.331,0.316,0.293,0.386,0.327,0.273,0.328,0.629,0.304,0.108,0.18,0.201,0.203,0.142,0.137,0.138,0.138,0.128,0.101,Gopi
97.44,0.205,0.332,0.319,0.295,0.386,0.327,0.276,0.329,0.629,0.301,0.109,0.179,0.2,0.205,0.142,0.139,0.137,0.138,0.128,0.101,Gopi
97.23,0.202,0.328,0.314,0.296,0.384,0.325,0.27,0.33,0.635,0.307,0.105,0.176,0.197,0.202,0.139,0.134,0.135,0.134,0.122,0.098,Gopi
97.27,0.202,0.329,0.314,0.295,0.385,0.327,0.274,0.327,0.628,0.301,0.106,0.178,0.199,0.202,0.14,0.134,0.136,0.137,0.125,0.099,Gopi
97.36,0.205,0.331,0.318,0.296,0.389,0.33,0.276,0.331,0.64,0.311,0.109,0.178,0.199,0.205,0.142,0.137,0.136,0.138,0.126,0.1,Gopi
97.48,0.201,0.332,0.317,0.297,0.384,0.326,0.276,0.329,0.638,0.309,0.106,0.176,0.197,0.201,0.14,0.136,0.137,0.138,0.128,0.103,Gopi
97.42,0.201,0.334,0.318,0.296,0.384,0.327,0.274,0.329,0.632,0.303,0.109,0.178,0.199,0.201,0.141,0.138,0.137,0.138,0.128,0.102,Gopi
97.39,0.201,0.332,0.315,0.293,0.38,0.321,0.273,0.329,0.627,0.299,0.108,0.179,0.198,0.201,0.14,0.136,0.137,0.138,0.128,0.101,Gopi
97.44,0.201,0.334,0.318,0.294,0.384,0.327,0.274,0.329,0.636,0.305,0.109,0.178,0.198,0.201,0.14,0.137,0.137,0.138,0.128,0.101,Gopi
97.41,0.204,0.335,0.32,0.294,0.39,0.328,0.276,0.333,0.63,0.296,0.108,0.18,0.202,0.204,0.144,0.14,0.141,0.141,0.128,0.102,Gopi
97.49,0.201,0.334,0.318,0.295,0.384,0.327,0.275,0.326,0.626,0.3,0.107,0.178,0.198,0.201,0.141,0.138,0.138,0.138,0.128,0.103,Gopi
97.39,0.201,0.331,0.315,0.295,0.383,0.324,0.27,0.328,0.631,0.304,0.107,0.179,0.199,0.201,0.14,0.134,0.136,0.138,0.128,0.101,Gopi
97.51,0.202,0.333,0.317,0.295,0.382,0.321,0.272,0.33,0.625,0.295,0.105,0.179,0.201,0.202,0.139,0.134,0.137,0.138,0.128,0.102,Gopi
97.47,0.205,0.335,0.318,0.295,0.384,0.325,0.275,0.334,0.633,0.301,0.108,0.183,0.204,0.205,0.14,0.137,0.137,0.138,0.128,0.104,Gopi
97.45,0.204,0.335,0.319,0.297,0.384,0.327,0.276,0.334,0.633,0.3,0.109,0.182,0.202,0.204,0.141,0.138,0.138,0.138,0.128,0.102,Gopi
97.14,0.205,0.331,0.314,0.291,0.381,0.322,0.275,0.333,0.626,0.294,0.107,0.183,0.202,0.205,0.138,0.134,0.135,0.138,0.126,0.101,Gopi
97.2,0.203,0.331,0.315,0.293,0.378,0.321,0.268,0.334,0.637,0.303,0.105,0.181,0.2,0.203,0.138,0.134,0.135,0.138,0.127,0.101,Gopi
97.26,0.203,0.333,0.317,0.294,0.382,0.321,0.272,0.338,0.634,0.298,0.107,0.18,0.199,0.203,0.138,0.134,0.136,0.138,0.128,0.101,Gopi
97.08,0.203,0.33,0.314,0.293,0.378,0.321,0.268,0.332,0.633,0.303,0.104,0.178,0.198,0.203,0.138,0.134,0.135,0.136,0.126,0.1,Gopi
97.07,0.201,0.331,0.315,0.293,0.381,0.321,0.267,0.335,0.64,0.31,0.105,0.178,0.199,0.201,0.138,0.134,0.135,0.137,0.125,0.1,Gopi
97.17,0.204,0.332,0.316,0.293,0.384,0.325,0.275,0.338,0.632,0.295,0.107,0.182,0.201,0.204,0.138,0.134,0.135,0.137,0.126,0.101,Gopi
97.18,0.204,0.331,0.316,0.296,0.383,0.324,0.269,0.336,0.64,0.307,0.109,0.178,0.198,0.204,0.139,0.134,0.136,0.137,0.125,0.101,Gopi
97.33,0.205,0.335,0.32,0.296,0.385,0.327,0.275,0.332,0.633,0.301,0.107,0.181,0.201,0.205,0.141,0.138,0.139,0.139,0.129,0.104,Gopi
97.31,0.201,0.334,0.317,0.294,0.383,0.325,0.273,0.326,0.621,0.296,0.107,0.179,0.199,0.201,0.14,0.135,0.138,0.138,0.128,0.102,Gopi
97.3,0.201,0.333,0.316,0.295,0.38,0.321,0.269,0.328,0.629,0.303,0.108,0.178,0.197,0.201,0.139,0.135,0.137,0.138,0.128,0.102,Gopi
97.23,0.203,0.334,0.317,0.296,0.384,0.323,0.274,0.333,0.626,0.294,0.107,0.178,0.2,0.203,0.139,0.134,0.136,0.138,0.128,0.101,Gopi
97.23,0.201,0.332,0.317,0.295,0.384,0.326,0.27,0.329,0.637,0.309,0.108,0.178,0.198,0.201,0.14,0.134,0.136,0.138,0.128,0.101,Gopi
97.14,0.201,0.332,0.315,0.292,0.384,0.325,0.271,0.332,0.636,0.306,0.107,0.179,0.199,0.201,0.14,0.134,0.136,0.138,0.127,0.1,Gopi
97.11,0.203,0.331,0.315,0.293,0.384,0.324,0.271,0.333,0.632,0.301,0.105,0.178,0.198,0.203,0.138,0.134,0.136,0.138,0.126,0.1,Gopi
97.24,0.203,0.335,0.318,0.294,0.384,0.327,0.277,0.333,0.625,0.293,0.107,0.18,0.201,0.203,0.141,0.139,0.138,0.138,0.128,0.102,Gopi
97.21,0.202,0.335,0.319,0.293,0.386,0.327,0.274,0.331,0.634,0.303,0.108,0.18,0.2,0.202,0.141,0.137,0.137,0.138,0.128,0.101,Gopi
97.19,0.203,0.335,0.319,0.296,0.384,0.327,0.275,0.331,0.634,0.304,0.108,0.179,0.2,0.203,0.141,0.135,0.136,0.138,0.128,0.101,Gopi
97.28,0.201,0.334,0.318,0.295,0.384,0.325,0.272,0.331,0.635,0.305,0.106,0.178,0.198,0.201,0.141,0.139,0.138,0.14,0.129,0.103,Gopi
97.24,0.203,0.336,0.32,0.296,0.387,0.327,0.277,0.332,0.63,0.299,0.107,0.179,0.2,0.203,0.142,0.139,0.139,0.138,0.128,0.101,Gopi
97.25,0.203,0.336,0.32,0.299,0.385,0.326,0.276,0.333,0.633,0.303,0.108,0.178,0.198,0.203,0.141,0.139,0.137,0.138,0.128,0.101,Gopi
97.24,0.205,0.336,0.32,0.297,0.385,0.327,0.275,0.331,0.634,0.304,0.11,0.179,0.199,0.205,0.141,0.135,0.137,0.138,0.128,0.101,Gopi
97.18,0.204,0.333,0.317,0.296,0.385,0.327,0.274,0.328,0.629,0.303,0.107,0.179,0.201,0.204,0.142,0.139,0.137,0.138,0.128,0.101,Gopi
97.17,0.201,0.331,0.319,0.296,0.384,0.323,0.272,0.337,0.639,0.303,0.107,0.179,0.197,0.201,0.138,0.134,0.136,0.138,0.125,0.1,Gopi
97.15,0.2,0.329,0.315,0.292,0.383,0.325,0.274,0.328,0.628,0.301,0.109,0.176,0.193,0.2,0.139,0.134,0.136,0.138,0.125,0.099,Gopi
97.22,0.204,0.333,0.317,0.295,0.384,0.327,0.276,0.329,0.629,0.3,0.108,0.179,0.198,0.204,0.141,0.134,0.136,0.138,0.128,0.101,Gopi
97.05,0.202,0.331,0.317,0.298,0.386,0.327,0.275,0.33,0.637,0.307,0.108,0.176,0.194,0.202,0.14,0.134,0.136,0.136,0.125,0.099,Gopi
97.12,0.204,0.333,0.318,0.297,0.386,0.327,0.277,0.333,0.635,0.303,0.108,0.178,0.199,0.204,0.142,0.135,0.136,0.138,0.126,0.1,Gopi
97.15,0.207,0.337,0.323,0.302,0.39,0.331,0.276,0.331,0.643,0.314,0.109,0.181,0.201,0.207,0.143,0.139,0.14,0.139,0.128,0.101,Gopi
97.05,0.206,0.335,0.32,0.302,0.384,0.327,0.273,0.336,0.644,0.309,0.109,0.183,0.202,0.206,0.141,0.139,0.14,0.14,0.129,0.102,Gopi
97.05,0.205,0.334,0.317,0.297,0.384,0.322,0.274,0.336,0.644,0.308,0.106,0.179,0.2,0.205,0.14,0.138,0.139,0.139,0.128,0.102,Gopi
97.08,0.203,0.331,0.315,0.298,0.38,0.321,0.271,0.335,0.639,0.303,0.105,0.178,0.2,0.203,0.138,0.134,0.135,0.137,0.128,0.102,Gopi
97.14,0.206,0.334,0.319,0.301,0.384,0.326,0.276,0.336,0.642,0.307,0.105,0.181,0.201,0.206,0.14,0.137,0.139,0.139,0.128,0.102,Gopi
97.16,0.204,0.334,0.317,0.298,0.383,0.322,0.273,0.328,0.626,0.298,0.105,0.179,0.2,0.204,0.141,0.138,0.138,0.138,0.128,0.102,Gopi
97.11,0.205,0.338,0.323,0.3,0.386,0.327,0.275,0.335,0.644,0.311,0.109,0.178,0.199,0.205,0.142,0.139,0.14,0.14,0.129,0.101,Gopi
97.17,0.207,0.337,0.321,0.298,0.385,0.326,0.275,0.331,0.631,0.299,0.108,0.183,0.204,0.207,0.142,0.139,0.139,0.14,0.129,0.105,Gopi
97.13,0.205,0.335,0.319,0.3,0.381,0.323,0.273,0.332,0.626,0.294,0.106,0.183,0.203,0.205,0.141,0.138,0.139,0.14,0.129,0.103,Gopi
97.16,0.206,0.336,0.321,0.299,0.384,0.327,0.275,0.333,0.64,0.306,0.108,0.18,0.201,0.206,0.143,0.14,0.14,0.14,0.129,0.105,Gopi
97.25,0.207,0.339,0.323,0.3,0.388,0.329,0.28,0.337,0.639,0.303,0.112,0.182,0.205,0.207,0.144,0.14,0.141,0.142,0.131,0.105,Gopi
97.06,0.205,0.332,0.314,0.292,0.38,0.321,0.261,0.335,0.654,0.323,0.104,0.18,0.201,0.205,0.14,0.136,0.136,0.138,0.128,0.102,Gopi
97.09,0.202,0.335,0.318,0.297,0.378,0.321,0.259,0.336,0.666,0.333,0.104,0.178,0.195,0.202,0.14,0.137,0.138,0.138,0.126,0.102,Gopi
97.15,0.205,0.33,0.314,0.289,0.38,0.322,0.262,0.334,0.661,0.331,0.106,0.182,0.199,0.205,0.138,0.134,0.137,0.138,0.126,0.101,Gopi
97.08,0.209,0.331,0.315,0.29,0.381,0.323,0.27,0.336,0.641,0.306,0.101,0.187,0.206,0.209,0.138,0.134,0.136,0.137,0.126,0.101,Gopi
97.16,0.212,0.328,0.311,0.291,0.384,0.325,0.277,0.339,0.632,0.293,0.103,0.19,0.212,0.212,0.138,0.134,0.136,0.136,0.125,0.101,Gopi
97.32,0.213,0.332,0.316,0.293,0.39,0.331,0.271,0.345,0.669,0.326,0.104,0.191,0.21,0.213,0.142,0.139,0.136,0.138,0.126,0.102,Gopi
97.48,0.208,0.334,0.315,0.29,0.388,0.329,0.276,0.341,0.66,0.32,0.11,0.183,0.202,0.208,0.141,0.139,0.137,0.139,0.129,0.104,Gopi
97.54,0.208,0.338,0.321,0.296,0.389,0.33,0.277,0.347,0.668,0.323,0.109,0.186,0.204,0.208,0.142,0.14,0.139,0.141,0.131,0.104,Gopi
97.18,0.205,0.328,0.312,0.287,0.384,0.325,0.278,0.344,0.638,0.296,0.105,0.182,0.201,0.205,0.138,0.134,0.136,0.136,0.126,0.101,Gopi
97.34,0.208,0.334,0.318,0.293,0.393,0.334,0.28,0.341,0.663,0.325,0.107,0.181,0.201,0.208,0.143,0.14,0.14,0.141,0.13,0.104,Gopi
97.09,0.206,0.325,0.308,0.284,0.384,0.327,0.271,0.331,0.638,0.31,0.103,0.183,0.201,0.206,0.138,0.134,0.136,0.136,0.125,0.101,Gopi
97.11,0.203,0.325,0.308,0.291,0.385,0.328,0.272,0.33,0.646,0.316,0.106,0.177,0.196,0.203,0.138,0.133,0.135,0.135,0.124,0.1,Gopi
97.14,0.205,0.32,0.304,0.282,0.375,0.32,0.262,0.329,0.664,0.336,0.102,0.18,0.2,0.205,0.137,0.13,0.131,0.133,0.123,0.101,Gopi
97.4,0.207,0.33,0.314,0.29,0.386,0.328,0.271,0.334,0.652,0.319,0.105,0.181,0.2,0.207,0.141,0.137,0.136,0.138,0.128,0.103,Gopi
97.32,0.206,0.331,0.315,0.292,0.388,0.329,0.272,0.329,0.63,0.303,0.104,0.182,0.202,0.206,0.141,0.138,0.136,0.138,0.127,0.101,Gopi
97.22,0.207,0.329,0.314,0.289,0.381,0.325,0.273,0.325,0.622,0.297,0.106,0.181,0.203,0.207,0.139,0.136,0.136,0.138,0.127,0.102,Gopi
97.26,0.209,0.331,0.315,0.293,0.383,0.326,0.275,0.329,0.622,0.294,0.106,0.183,0.205,0.209,0.141,0.136,0.137,0.138,0.128,0.102,Gopi
97.26,0.205,0.325,0.309,0.284,0.372,0.317,0.267,0.326,0.621,0.296,0.105,0.182,0.2,0.205,0.136,0.131,0.132,0.134,0.126,0.103,Gopi
97.09,0.206,0.326,0.308,0.284,0.373,0.317,0.261,0.326,0.632,0.307,0.106,0.181,0.202,0.206,0.137,0.132,0.133,0.135,0.126,0.103,Gopi
97.08,0.209,0.327,0.313,0.286,0.377,0.32,0.266,0.33,0.635,0.305,0.104,0.182,0.204,0.209,0.137,0.134,0.135,0.137,0.128,0.104,Gopi
97.11,0.211,0.331,0.315,0.288,0.38,0.323,0.269,0.332,0.629,0.298,0.106,0.187,0.207,0.211,0.138,0.134,0.135,0.138,0.128,0.104,Gopi
97.2,0.208,0.332,0.316,0.286,0.382,0.323,0.272,0.332,0.641,0.31,0.108,0.181,0.203,0.208,0.14,0.135,0.135,0.138,0.128,0.106,Gopi
97.37,0.212,0.333,0.317,0.288,0.384,0.327,0.275,0.336,0.64,0.305,0.107,0.187,0.207,0.212,0.139,0.136,0.136,0.139,0.129,0.106,Gopi
97.33,0.211,0.327,0.309,0.279,0.374,0.317,0.265,0.339,0.649,0.314,0.103,0.188,0.208,0.211,0.136,0.134,0.136,0.138,0.131,0.107,Gopi
97.04,0.203,0.328,0.311,0.281,0.378,0.319,0.265,0.329,0.63,0.302,0.102,0.179,0.199,0.203,0.136,0.131,0.132,0.134,0.125,0.101,Gopi
97.61,0.211,0.332,0.313,0.29,0.381,0.323,0.271,0.346,0.668,0.324,0.108,0.185,0.205,0.211,0.138,0.135,0.135,0.138,0.128,0.105,Gopi
97.18,0.204,0.322,0.306,0.292,0.369,0.314,0.26,0.334,0.641,0.308,0.102,0.182,0.201,0.204,0.134,0.13,0.131,0.133,0.123,0.101,Gopi
97.2,0.207,0.329,0.314,0.297,0.379,0.322,0.267,0.341,0.678,0.337,0.107,0.18,0.202,0.207,0.138,0.134,0.135,0.136,0.126,0.101,Gopi
97.29,0.207,0.33,0.315,0.293,0.378,0.322,0.273,0.333,0.638,0.305,0.105,0.182,0.202,0.207,0.138,0.135,0.137,0.137,0.128,0.104,Gopi
97.26,0.209,0.334,0.317,0.292,0.378,0.321,0.269,0.34,0.648,0.309,0.105,0.183,0.206,0.209,0.14,0.136,0.138,0.138,0.129,0.104,Gopi
97.26,0.209,0.333,0.317,0.292,0.379,0.322,0.273,0.334,0.64,0.306,0.105,0.183,0.206,0.209,0.14,0.136,0.138,0.138,0.128,0.105,Gopi
97.22,0.208,0.332,0.316,0.292,0.378,0.32,0.27,0.339,0.643,0.306,0.106,0.184,0.205,0.208,0.14,0.135,0.137,0.138,0.128,0.104,Gopi
97.23,0.209,0.334,0.317,0.291,0.378,0.319,0.271,0.337,0.633,0.297,0.106,0.185,0.208,0.209,0.14,0.135,0.137,0.137,0.128,0.104,Gopi
97.18,0.206,0.33,0.312,0.291,0.375,0.316,0.267,0.336,0.645,0.308,0.103,0.182,0.203,0.206,0.137,0.134,0.135,0.137,0.128,0.103,Gopi
97.02,0.205,0.323,0.307,0.287,0.372,0.315,0.266,0.335,0.64,0.306,0.104,0.181,0.2,0.205,0.136,0.131,0.131,0.132,0.122,0.099,Gopi
97.26,0.211,0.33,0.312,0.289,0.374,0.317,0.268,0.338,0.641,0.303,0.106,0.187,0.206,0.211,0.137,0.134,0.135,0.136,0.128,0.104,Gopi
97.49,0.207,0.333,0.316,0.295,0.381,0.323,0.271,0.334,0.647,0.315,0.108,0.182,0.202,0.207,0.138,0.135,0.136,0.138,0.128,0.103,Gopi
97.51,0.208,0.332,0.316,0.296,0.38,0.322,0.268,0.337,0.65,0.315,0.106,0.182,0.204,0.208,0.139,0.136,0.138,0.138,0.13,0.105,Gopi
97.5,0.207,0.332,0.316,0.295,0.38,0.321,0.268,0.334,0.645,0.312,0.105,0.183,0.206,0.207,0.14,0.135,0.136,0.138,0.128,0.104,Gopi
97.5,0.206,0.332,0.315,0.295,0.379,0.321,0.271,0.333,0.643,0.31,0.109,0.18,0.202,0.206,0.14,0.135,0.138,0.139,0.128,0.104,Gopi
97.44,0.207,0.328,0.312,0.289,0.378,0.321,0.27,0.331,0.636,0.306,0.104,0.183,0.205,0.207,0.139,0.135,0.136,0.137,0.128,0.104,Gopi
97.56,0.206,0.332,0.316,0.295,0.38,0.322,0.27,0.334,0.638,0.304,0.105,0.181,0.202,0.206,0.139,0.135,0.138,0.139,0.129,0.105,Gopi
97.62,0.205,0.331,0.316,0.297,0.38,0.321,0.269,0.333,0.647,0.316,0.107,0.18,0.199,0.205,0.139,0.135,0.137,0.138,0.128,0.105,Gopi
97.59,0.206,0.331,0.315,0.295,0.378,0.321,0.273,0.335,0.638,0.303,0.106,0.181,0.202,0.206,0.139,0.135,0.137,0.138,0.128,0.104,Gopi
97.7,0.206,0.336,0.32,0.295,0.381,0.324,0.277,0.338,0.635,0.3,0.105,0.184,0.206,0.206,0.142,0.139,0.139,0.14,0.13,0.105,Gopi
97.6,0.205,0.333,0.316,0.295,0.38,0.321,0.269,0.333,0.641,0.308,0.106,0.182,0.2,0.205,0.141,0.135,0.138,0.139,0.129,0.104,Gopi
97.65,0.204,0.334,0.318,0.295,0.38,0.322,0.27,0.334,0.637,0.303,0.107,0.183,0.2,0.204,0.141,0.136,0.139,0.14,0.13,0.105,Gopi
97.58,0.204,0.33,0.315,0.294,0.377,0.32,0.27,0.329,0.632,0.303,0.106,0.178,0.2,0.204,0.139,0.135,0.137,0.139,0.129,0.104,Gopi
97.64,0.205,0.334,0.318,0.293,0.38,0.323,0.273,0.33,0.631,0.301,0.108,0.181,0.2,0.205,0.142,0.138,0.139,0.14,0.13,0.105,Gopi
97.59,0.204,0.333,0.316,0.295,0.379,0.321,0.273,0.329,0.623,0.294,0.105,0.181,0.202,0.204,0.14,0.135,0.138,0.138,0.128,0.102,Gopi
97.5,0.205,0.328,0.314,0.293,0.375,0.319,0.269,0.329,0.625,0.297,0.106,0.181,0.2,0.205,0.138,0.134,0.135,0.137,0.127,0.101,Gopi
97.56,0.206,0.331,0.315,0.292,0.378,0.321,0.27,0.329,0.626,0.297,0.106,0.182,0.2,0.206,0.138,0.135,0.136,0.138,0.128,0.101,Gopi
97.63,0.206,0.335,0.319,0.295,0.382,0.323,0.273,0.332,0.626,0.295,0.106,0.183,0.204,0.206,0.141,0.138,0.139,0.14,0.13,0.105,Gopi
97.42,0.204,0.328,0.314,0.29,0.377,0.32,0.266,0.329,0.625,0.296,0.104,0.18,0.202,0.204,0.138,0.134,0.135,0.137,0.127,0.101,Gopi
97.5,0.206,0.33,0.314,0.291,0.376,0.318,0.269,0.335,0.629,0.294,0.105,0.183,0.202,0.206,0.138,0.134,0.136,0.138,0.128,0.104,Gopi
97.6,0.206,0.331,0.315,0.294,0.38,0.321,0.273,0.335,0.63,0.296,0.106,0.182,0.203,0.206,0.138,0.135,0.137,0.138,0.129,0.105,Gopi
97.46,0.2,0.326,0.311,0.286,0.374,0.317,0.268,0.324,0.614,0.289,0.105,0.179,0.2,0.2,0.138,0.135,0.136,0.137,0.128,0.103,Gopi
97.5,0.202,0.33,0.314,0.288,0.375,0.317,0.27,0.333,0.618,0.286,0.105,0.181,0.202,0.202,0.138,0.135,0.136,0.138,0.128,0.103,Gopi
97.51,0.204,0.329,0.314,0.288,0.376,0.317,0.269,0.332,0.624,0.292,0.105,0.182,0.201,0.204,0.138,0.134,0.136,0.138,0.128,0.103,Gopi
97.58,0.204,0.331,0.315,0.292,0.379,0.321,0.274,0.334,0.622,0.289,0.106,0.181,0.2,0.204,0.138,0.135,0.136,0.138,0.128,0.103,Gopi
97.54,0.205,0.331,0.315,0.296,0.378,0.321,0.269,0.332,0.637,0.305,0.108,0.183,0.203,0.205,0.138,0.135,0.136,0.138,0.128,0.105,Gopi
